canonical_smiles	molecule_chembl_id	standard_type	standard_value	type	value
CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C	CHEMBL2385974	IC50	850.0	IC50	0.85
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(F)c(Cl)c4)cc3)cc2)CC1	CHEMBL2385971	IC50	3000.0	IC50	3.0
CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(F)c(Cl)c2)cc1	CHEMBL2385970	IC50	3500.0	IC50	3.5
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)cc3)cc2)CC1	CHEMBL2385969	IC50	2500.0	IC50	2.5
CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1	CHEMBL2385968	IC50	660.0	IC50	0.66
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5ccccn5)c(Cl)c4)cc3)cc2)CC1	CHEMBL2385967	IC50	2300.0	IC50	2.3
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)o1	CHEMBL2385959	IC50	460.0	IC50	0.46
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1	CHEMBL2385960	IC50	45.0	IC50	0.045
Cc1ncc(C#N)c(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1	CHEMBL2385964	IC50	1500.0	IC50	1.5
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	CHEMBL180022	IC50	2.2	IC50	2.2
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1	CHEMBL2403108	IC50	900.0	IC50	0.9
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	0.8	IC50	0.0008
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	941.0	IC50	0.941
C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1	CHEMBL2408830	IC50	45.0	IC50	0.045
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408829	IC50	68.0	IC50	0.068
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408828	IC50	19.0	IC50	0.019
C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)cc4)n3)c(OC)c2)CC1	CHEMBL2408827	IC50	410.0	IC50	0.41
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408826	IC50	250.0	IC50	0.25
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408825	IC50	140.0	IC50	0.14
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408824	IC50	960.0	IC50	0.96
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408823	IC50	780.0	IC50	0.78
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	5.4	IC50	0.0054
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	0.2	IC50	0.0002
C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1	CHEMBL2408830	IC50	370.0	IC50	0.37
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408829	IC50	490.0	IC50	0.49
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408828	IC50	150.0	IC50	0.15
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408826	IC50	3220.0	IC50	3.22
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408825	IC50	1530.0	IC50	1.53
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408824	IC50	5360.0	IC50	5.36
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	3.2	IC50	0.0032
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	0.1	IC50	0.0001
C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1	CHEMBL2408830	IC50	350.0	IC50	0.35
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408829	IC50	240.0	IC50	0.24
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1	CHEMBL2408828	IC50	130.0	IC50	0.13
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408826	IC50	3150.0	IC50	3.15
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408825	IC50	1090.0	IC50	1.09
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408824	IC50	2940.0	IC50	2.94
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1	CHEMBL2408823	IC50	2280.0	IC50	2.28
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1	CHEMBL2408045	IC50	12.0	IC50	12.0
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1	CHEMBL2408045	IC50	4.0	IC50	4.0
Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1	CHEMBL2419762	IC50	27.0	IC50	0.027
Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1	CHEMBL2419760	IC50	2.0	IC50	0.002
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426280	IC50	790.0	IC50	0.79
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426279	IC50	1300.0	IC50	1.3
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426278	IC50	770.0	IC50	0.77
C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2424676	IC50	19000.0	IC50	19.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426277	IC50	12000.0	IC50	12.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1	CHEMBL2426377	IC50	24000.0	IC50	24.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1	CHEMBL2426290	IC50	19000.0	IC50	19.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1nccc(-c2cnn3ccccc23)n1	CHEMBL2426289	IC50	20000.0	IC50	20.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1	CHEMBL2426288	IC50	23000.0	IC50	23.0
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426287	IC50	1550.0	IC50	1.55
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1	CHEMBL2426286	IC50	12800.0	IC50	12.8
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426282	IC50	550.0	IC50	0.55
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426281	IC50	3500.0	IC50	3.5
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	1180.0	IC50	1.18
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1	CHEMBL2110732	IC50	11.0	IC50	0.011
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	CHEMBL1173655	IC50	12.0	IC50	0.012
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	77.0	IC50	0.077
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	62.0	IC50	0.062
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426279	IC50	17.0	IC50	0.017
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426278	IC50	23.0	IC50	0.023
C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2424676	IC50	140.0	IC50	0.14
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426277	IC50	140.0	IC50	0.14
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc([S+](C)[O-])c(-c2cnn3ccccc23)n1	CHEMBL2426378	IC50	1300.0	IC50	1.3
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1	CHEMBL2426377	IC50	250.0	IC50	0.25
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1	CHEMBL2426290	IC50	380.0	IC50	0.38
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1nccc(-c2cnn3ccccc23)n1	CHEMBL2426289	IC50	390.0	IC50	0.39
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1	CHEMBL2426288	IC50	400.0	IC50	0.4
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426287	IC50	85.0	IC50	0.085
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1	CHEMBL2426286	IC50	150.0	IC50	0.15
COc1ccc(NC(=O)CC#N)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426285	IC50	1800.0	IC50	1.8
C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21	CHEMBL2426284	IC50	2800.0	IC50	2.8
C=CC(=O)Nc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1	CHEMBL2426283	IC50	19000.0	IC50	19.0
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426282	IC50	29.0	IC50	0.029
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426281	IC50	270.0	IC50	0.27
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	44.0	IC50	0.044
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1	CHEMBL2110732	IC50	0.63	IC50	0.00063
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	CHEMBL1173655	IC50	0.57	IC50	0.00057
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	5.9	IC50	0.0059
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	8.7	IC50	0.0087
COc1ccc(NC(=O)CCCN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1	CHEMBL2426248	IC50	2300.0	IC50	2.3
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426279	IC50	68.0	IC50	0.068
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426278	IC50	5.6	IC50	0.0056
C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2424676	IC50	71.0	IC50	0.071
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	CHEMBL2426277	IC50	19.0	IC50	0.019
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc([S+](C)[O-])c(-c2cnn3ccccc23)n1	CHEMBL2426378	IC50	15200.0	IC50	15.2
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1	CHEMBL2426377	IC50	290.0	IC50	0.29
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1	CHEMBL2426290	IC50	220.0	IC50	0.22
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1nccc(-c2cnn3ccccc23)n1	CHEMBL2426289	IC50	250.0	IC50	0.25
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1	CHEMBL2426288	IC50	96.0	IC50	0.096
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426287	IC50	53.0	IC50	0.053
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1	CHEMBL2426286	IC50	33.0	IC50	0.033
COc1ccc(NC(=O)CC#N)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426285	IC50	2800.0	IC50	2.8
C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21	CHEMBL2426284	IC50	2100.0	IC50	2.1
C=CC(=O)Nc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1	CHEMBL2426283	IC50	12900.0	IC50	12.9
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426282	IC50	22.0	IC50	0.022
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1	CHEMBL2426281	IC50	81.0	IC50	0.081
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	CHEMBL2426280	IC50	770.0	IC50	0.77
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	CHEMBL1229592	IC50	23.0	IC50	0.023
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1	CHEMBL2110732	IC50	42.0	IC50	0.042
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	CHEMBL1173655	IC50	23.0	IC50	0.023
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	7600.0	IC50	7.6
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	3300.0	IC50	3.3
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	30.0	IC50	0.03
O=C(/C=C/c1cccnc1Cl)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL2424794	IC50	3600.0	IC50	3.6
O=C(/C=C/c1ccc(Br)s1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL2424804	IC50	2400.0	IC50	2.4
O=C(/C=C/c1cccs1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL1812567	IC50	8800.0	IC50	8.8
O=C(/C=C/c1cccnc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL2424801	IC50	4700.0	IC50	4.7
CSCCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL2424799	IC50	5100.0	IC50	5.1
Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)s4)cc23)c1	CHEMBL2424796	IC50	1500.0	IC50	1.5
Clc1cccc(Nc2ncnc3ccc(NCc4cccs4)cc23)c1	CHEMBL2424795	IC50	3400.0	IC50	3.4
Clc1cccc(Nc2ncnc3ccc(NCc4cccc(Br)n4)cc23)c1	CHEMBL2424807	IC50	4100.0	IC50	4.1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CCO2)C1	CHEMBL2425088	IC50	190.0	IC50	0.19
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(C1)CS(=O)(=O)C2	CHEMBL2424664	IC50	158.0	IC50	0.158
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(OC)C1	CHEMBL2425091	IC50	94.0	IC50	0.094
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1	CHEMBL2425092	IC50	56.0	IC50	0.056
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CSC2)C1	CHEMBL2425089	IC50	52.0	IC50	0.052
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CSC2)C1	CHEMBL2425094	IC50	48.0	IC50	0.048
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CCO2)C1	CHEMBL2425093	IC50	36.0	IC50	0.036
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(OC)C1	CHEMBL2425085	IC50	34.0	IC50	0.034
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(O)C1	CHEMBL2425090	IC50	26.0	IC50	0.026
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(O)C1	CHEMBL2425084	IC50	25.0	IC50	0.025
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(C1)CS(=O)(=O)C2	CHEMBL2425083	IC50	24.0	IC50	0.024
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	23.0	IC50	0.023
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCC2(COC2)C1	CHEMBL2425086	IC50	15.0	IC50	0.015
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(COC2)C1	CHEMBL2425087	IC50	16.0	IC50	0.016
O=C(COc1c(F)c(F)c(F)c(F)c1F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL597402	IC50	118.0	IC50	118.0
O=C(CCOc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425737	IC50	38.4	IC50	38.4
Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1	CHEMBL2425736	IC50	14.1	IC50	14.1
O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425735	IC50	13.5	IC50	13.5
CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2031297	IC50	38.2	IC50	38.2
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL285063	IC50	17.9	IC50	17.9
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	498.0	IC50	498.0
O=C(COc1c(F)c(F)c(F)c(F)c1F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL597402	IC50	49.8	IC50	49.8
O=C(CCOc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425737	IC50	21.7	IC50	21.7
Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1	CHEMBL2425736	IC50	1.7	IC50	1.7
O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425735	IC50	5.7	IC50	5.7
CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2031297	IC50	8.59	IC50	8.59
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL52765	IC50	21.45	IC50	21.45
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL285063	IC50	3.94	IC50	3.94
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	39.9	IC50	39.9
O=C(COc1c(F)c(F)c(F)c(F)c1F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL597402	IC50	23.6	IC50	23.6
O=C(CCOc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425737	IC50	19.0	IC50	19.0
Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1	CHEMBL2425736	IC50	0.41	IC50	0.41
O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL2425735	IC50	0.63	IC50	0.63
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	0.6	IC50	0.6
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O	CHEMBL1201179	IC50	16.3	IC50	16.3
Cc1ccc(S(=O)(=O)O)cc1.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)CC(F)(F)F	CHEMBL2437227	IC50	21.1	IC50	21.1
Cc1ccc(S(=O)(=O)O)cc1.NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	CHEMBL2437226	IC50	10.8	IC50	10.8
CS(=O)(=O)NCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL2437225	IC50	18.7	IC50	18.7
C[S+]([O-])CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL2437224	IC50	13.0	IC50	13.0
CSCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL2437223	IC50	25.1	IC50	25.1
Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCOCC6)o5)cc34)cc2Cl)c1	CHEMBL3436354	IC50	26.0	IC50	26.0
CN1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL3436355	IC50	12.5	IC50	12.5
Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1	CHEMBL3436356	IC50	10.8	IC50	10.8
CCOC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL3436357	IC50	28.0	IC50	28.0
CS(=O)(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1	CHEMBL3436358	IC50	59.9	IC50	59.9
